"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"GO:0006364","GO:0006364","rRNA processing","151/8420","225/18986",0.671111111111111,1.51326788070731,6.91374565370694,3.76231427960599e-12,2.00186472294036e-09,1.7979901925696e-09,"LAS1L/REXO5/RPUSD1/TSR3/UTP18/TFB1M/MRTO4/NOP58/USP36/WDR3/WDR18/RRP15/BUD23/EXOSC7/EXOSC5/REXO1/WBP11/AK6/NOP14/XRN2/PES1/SNU13/NOP56/SUV39H1/PIN4/PIH1D1/ERCC2/POP4/RPS16/RPS19/DDX49/EXOSC3/NPM3/GTPBP4/FTSJ3/UTP6/GAR1/NOP2/PAK1IP1/BYSL/DROSHA/BRIX1/RRP9/RPS15/WDR75/NOL10/RPF1/ZNHIT6/EBNA1BP2/ERI3/NSUN4/UTP25/HEATR1/WDR55/TENT4B/MRM2/DDX54/EXOSC9/DDX27/MPHOSPH10/RRP36/RIOK1/RPP40/EMG1/KRI1/NGDN/NSUN5/EXOSC2/PPAN/DKC1/NOL11/WDR74/NAT10/MPHOSPH6/DDX56/IMP4/RPL35/WDR12/PELP1/EIF4A3/METTL25B/NVL/SDE2/LYAR/NHP2/ABT1/RPL7L1/UTP23/CDKN2A/REXO4/PDCD11/PIH1D2/DHX37/RPP38/UTP14A/TSR2/RRP1B/RRP1/SLX9/TFB2M/UTP15/DCAF13/NOL6/DDX21/BMS1/RPUSD2/NOLC1/METTL15/PA2G4/EXOSC1/CHD7/METTL18/RPS21/MRM3/ISG20/POP7/TRMT112/SART1/IMP3/DDX10/RPP25/EXOSC4/RRS1/NOP10/YBEY/RPS17/UTP11/TBL3/NOC4L/SIRT7/FBLL1/RBM34/TRMT2B/RRP7A/ERI2/RPF2/NOL8/YTHDF2/NSUN5P1/NOL7/WDR46/RPS28/PWP2/EIF6/PRKDC/FDXACB1/BOP1/ZNHIT3/LOC102724159/DDX52/MRM1",151,151,225
"GO:0034728","GO:0034728","nucleosome organization","101/8420","140/18986",0.721428571428571,1.62672718018324,6.6441434049339,2.1784515309316e-11,1.06995484807679e-08,9.6098817332108e-09,"RSF1/SMARCD1/MCM2/SMARCE1/SART3/SUPT16H/MACROH2A2/SMARCB1/CABIN1/HIRA/CHRAC1/ASF1B/GRWD1/SMARCD2/SUPT6H/ASF1A/MACROH2A1/ARID1A/UBN1/SET/ATAD2B/NAA60/NFE2/H1-3/H1-1/H2BC11/SMARCA4/HAT1/NASP/ANP32B/HMGA1/POLE3/SSRP1/SMARCA5/KAT6B/ATAD2/H4C8/CHAF1B/RBBP4/H3-3A/HMGB2/CHAF1A/H3-4/H1-4/SMARCC1/TSPYL6/SPTY2D1/H2BC4/NPM1/H2AC25/H3C13/H1-5/H2BC21/H1-10/H2BC13/SMYD3/H1-6/H1-2/H2AX/H1-0/ARID2/LIN54/H4C3/H3C12/H4C11/H4C16/BAZ1A/H3C14/H3C15/DAXX/BRD2/NAP1L4/DNAJC9/SETSIP/H2BC15/H4C15/H4C14/H4C12/H2BC14/H2BC8/H3C8/H2BC6/H4C6/H2BC17/H3C6/H4C13/H3C11/H2BC9/H3C1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/H3C10/H3C2/H3C3",101,101,140
"GO:0006310","GO:0006310","DNA recombination","217/8420","352/18986",0.616477272727273,1.39007571258907,6.5943689207293,3.49373773486737e-11,1.59339395979487e-08,1.43111903605695e-08,"KDM1A/LIG3/BRCA1/ERCC1/WAS/HMGB3/FOXP3/RAD51/POLQ/NUCKS1/RNF126/POLB/TRIP13/TCF3/TFRC/XRCC1/MCM2/TBX21/ACTB/MCM6/MLH1/UNG/TOP2B/SIRT6/XRCC5/PTPRC/PALB2/RAD54L/FUS/CDC45/MSH2/CDC7/DMC1/MCM5/HDAC10/APEX1/REC8/ZMYND8/MRGBP/CSNK2A1/ACTR5/HTATSF1/NBN/MCM4/ERCC2/PIAS4/TGFB1/TFPT/RPA3/EXOSC3/RAD51C/RECQL5/C1QBP/SUPT6H/NSD2/RAD51AP1/TIMELESS/CHD4/AICDA/MCM9/MCM3/RNF8/CCR6/KPNA1/PSMD14/MSH6/SFPQ/MAD2L2/UCHL5/TNFSF4/TEX11/MND1/ZRANB3/POLM/MORF4L2/H1-3/H1-1/KLHDC3/HROB/AP5S1/MCM8/XRCC3/PRMT1/BCL11B/HELB/YEATS4/AUNIP/SEM1/GINS2/PSMC3IP/TOP2A/BRME1/FIGNL1/KMT5C/SLF1/TEX15/HUS1/BRIP1/ACTL6A/ACTR2/ZNF365/BARD1/ZGRF1/LEF1/NABP2/BRCA2/PIF1/WRAP53/POGZ/INTS3/PARP1/HSPD1/FANCD2/SKP2/MMS22L/NONO/GINS4/INIP/CHEK1/PPP4C/KIN/XRCC4/DCLRE1C/EME1/BATF/SUPV3L1/NSMCE2/PAXIP1/ANKLE1/HSF2BP/UBQLN4/TONSL/RECQL4/KASH5/SENP3/SANBR/SMC6/VPS72/PPP4R2/TOPBP1/MEAF6/RNF168/HMGB2/CGAS/RAD21/SPIDR/SHOC1/MCM7/PLK1/ENDOG/HDGFL2/MAJIN/H1-4/RFWD3/FEN1/APEX2/NSMCE1/INO80E/CENPX/RHNO1/SHLD1/MUS81/TOP6BL/SWSAP1/EXO1/CENPS/CLCF1/ERCC4/RMI2/RUVBL1/SWI5/ATAD5/CNTD1/TOP3A/MAGEF1/PGBD5/UBE2N/GEN1/MCMDC2/RMI1/FANCB/TEX19/KPNA2/RUVBL2/REC114/KMT5A/H1-5/H1-10/RAD51D/PARPBP/H1-6/MCRS1/H1-2/H2AX/SLX4/HUS1B/H1-0/ARID2/TRRAP/XRCC6/XRCC2/CTBP1-DT/RAD54B/BLM/EME2/RPA4/MSH5/TSN/RNF212B/SYCE3/AP5Z1/RAD21L1/SHLD3/PRKDC/RTEL1/UHRF1/PAGR1",217,217,352
"GO:0006399","GO:0006399","tRNA metabolic process","136/8420","203/18986",0.669950738916256,1.51065139300048,6.52974323271391,5.2689556086949e-11,2.24281877076779e-08,2.01440492323999e-08,"LARS2/SARS1/NSUN2/METTL1/TRIT1/POLR3E/TARBP1/ADAT1/IARS2/FTSJ1/ELP1/HSD17B10/TRNT1/EXOSC7/GTF3C1/RTRAF/METTL2A/TRMT6/AARS1/PUS7/OSGEP/TRMT2A/POLR2F/RTCB/TRMU/ALKBH1/CDK5RAP1/EARS2/POP1/SARS2/TRMT1/POP4/DUS4L/GARS1/PTCD1/EXOSC3/CARS1/HARS2/TARS1/RARS1/GTF3C2/FARSB/DARS2/FAM98A/TRMT1L/METTL8/EXOSC9/MOCS3/AARS2/RPP40/GTF3C4/DTD1/CTAG2/GTPBP3/QRSL1/EXOSC2/LRRC47/GRSF1/THUMPD3/NARS1/ANKRD16/YARS1/ELP2/CARS2/NAT10/EPRS1/VARS2/NARS2/YARS2/WARS1/DUS3L/AKT1/CTU1/TARS2/TPRKB/TRMT10A/FARS2/CDKAL1/ZCCHC7/GTF3C5/POLR3A/TRPT1/QTRT2/RPP38/TSEN2/GTF3C6/WDR4/PARS2/PUS10/ELP6/RPP25L/METTL2B/QNG1/TRUB1/TRMT61A/MARS1/TRUB2/URM1/DUS2/LCMT2/DUS1L/PUSL1/GON7/HARS1/TSEN34/TP53RK/POP7/CLP1/TRMT112/TRMT10C/CTU2/B3GNTL1/ZBTB8OS/PUS1/POLR2L/DALRD3/RPP25/FARSA/TSEN54/TRMT12/BRF1/BCDIN3D/TRMT2B/IARS1/YRDC/LAGE3/KTI12/TSEN15/TYW1/VARS1/METTL6/QTRT1/ADAT3/RPP21/MARS2/GATC",136,136,203
"GO:0000819","GO:0000819","sister chromatid segregation","153/8420","235/18986",0.651063829787234,1.46806388032547,6.44514787679304,9.38256378912091e-11,3.74422936209606e-08,3.36290838967965e-08,"MAD1L1/POLDIP2/BAZ1B/ZNF207/NCAPD2/AKAP8L/DPF1/TACC3/NCAPH2/SPDL1/TPR/SMARCD1/TRIP13/SMC1A/CHFR/SMARCE1/ACTB/SPAG5/ACTL6B/TOP2B/KIF22/NDC80/SEH1L/CHMP5/TPX2/ANAPC5/BIRC5/NUDC/KIF4A/CDC6/CDC23/AAAS/BCL7C/MISP/SMARCB1/MYBL2/KIF3B/MAPRE1/CHMP4B/CENPI/RAB11A/CCDC61/AKAP8/PPP2R1A/BCCIP/KPNB1/SMARCD2/NCAPG/ANAPC15/FBXO5/TTK/IK/SMC4/WRAP73/MAD2L2/CDC20/NEK2/NSL1/ARID1A/CENPF/KIF14/NEK6/TEX14/NCAPH/KIF18A/ZWINT/CENPK/MAD2L1BP/XRCC3/DLGAP5/SMARCA4/KNSTRN/CHMP2A/CHMP1A/TUBG1/TOP2A/RAN/DPF2/CCNB1/PSRC1/CDCA8/ESPL1/ACTL6A/SMC2/NUSAP1/KIF23/KNL1/KIF11/CENPE/PRICKLE1/ANAPC11/KIF2C/NUF2/DYNC1LI1/BOD1/CDCA5/NCAPG2/INCENP/NCAPD3/SPC25/SMARCA5/HNRNPU/CCSAP/BUB3/SKA1/NSMCE2/BUB1B/RACGAP1/SPC24/SPICE1/KIF15/MAD2L1/CHMP4C/RAD21/SKA3/PLK1/GOLGA2/CDT1/KIFC2/BUB1/CDK1/SMARCC1/ZWILCH/UBE2C/RMI2/CHMP6/ANAPC2/HASPIN/GEN1/AURKB/RRS1/RCC1/MAPK15/CEP97/SKA2/CHEK2/KMT5A/KNTC1/DRG1/KIF18B/ARID2/ANAPC7/PRC1/HSPA1B/HSPA1A/MZT1/LCMT1/MAP10/NUP62/KIF4B/KIFC1/LSM14A/UHRF1",153,153,235
"GO:0006334","GO:0006334","nucleosome assembly","88/8420","120/18986",0.733333333333333,1.65357086302454,6.41134923094077,1.0120469539493e-10,3.80112929468606e-08,3.4140135016197e-08,"RSF1/MCM2/SART3/SUPT16H/MACROH2A2/CABIN1/HIRA/CHRAC1/ASF1B/GRWD1/ASF1A/MACROH2A1/UBN1/SET/ATAD2B/NAA60/H1-3/H1-1/H2BC11/HAT1/NASP/ANP32B/POLE3/SSRP1/SMARCA5/KAT6B/ATAD2/H4C8/CHAF1B/RBBP4/H3-3A/HMGB2/CHAF1A/H3-4/H1-4/TSPYL6/SPTY2D1/H2BC4/NPM1/H3C13/H1-5/H2BC21/H1-10/H2BC13/SMYD3/H1-6/H1-2/H2AX/H1-0/H4C3/H3C12/H4C11/H4C16/BAZ1A/H3C14/H3C15/DAXX/BRD2/NAP1L4/DNAJC9/SETSIP/H2BC15/H4C15/H4C14/H4C12/H2BC14/H2BC8/H3C8/H2BC6/H4C6/H2BC17/H3C6/H4C13/H3C11/H2BC9/H3C1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/H3C10/H3C2/H3C3",88,88,120
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","130/8420","194/18986",0.670103092783505,1.51099493106741,6.38611887456677,1.36133294265283e-10,4.8289504660213e-08,4.33715898922377e-08,"MAD1L1/POLDIP2/BAZ1B/ZNF207/NCAPD2/AKAP8L/NCAPH2/SPDL1/TPR/TRIP13/SMC1A/SPAG5/KIF22/NDC80/SEH1L/CHMP5/TPX2/ANAPC5/BIRC5/NUDC/KIF4A/CDC23/AAAS/MISP/MYBL2/KIF3B/MAPRE1/CHMP4B/CENPI/RAB11A/CCDC61/AKAP8/PPP2R1A/BCCIP/KPNB1/NCAPG/ANAPC15/FBXO5/TTK/IK/SMC4/WRAP73/MAD2L2/CDC20/NEK2/NSL1/CENPF/KIF14/TEX14/NCAPH/KIF18A/ZWINT/CENPK/MAD2L1BP/XRCC3/DLGAP5/KNSTRN/CHMP2A/CHMP1A/TUBG1/RAN/CCNB1/PSRC1/CDCA8/ESPL1/SMC2/NUSAP1/KIF23/KNL1/KIF11/CENPE/PRICKLE1/ANAPC11/KIF2C/NUF2/DYNC1LI1/BOD1/CDCA5/NCAPG2/INCENP/NCAPD3/SPC25/SMARCA5/HNRNPU/CCSAP/BUB3/SKA1/NSMCE2/BUB1B/RACGAP1/SPC24/SPICE1/KIF15/MAD2L1/CHMP4C/RAD21/SKA3/PLK1/GOLGA2/CDT1/KIFC2/BUB1/CDK1/ZWILCH/UBE2C/CHMP6/HASPIN/GEN1/AURKB/RRS1/RCC1/CEP97/SKA2/CHEK2/KMT5A/KNTC1/DRG1/KIF18B/ANAPC7/PRC1/HSPA1B/HSPA1A/MZT1/LCMT1/MAP10/NUP62/KIF4B/KIFC1/LSM14A/UHRF1",130,130,194
"GO:0000725","GO:0000725","recombinational repair","129/8420","194/18986",0.664948453608247,1.49937189313613,6.24086087414443,3.49863515254523e-10,1.17572554994744e-07,1.05598694244135e-07,"KDM1A/LIG3/BRCA1/WAS/RAD51/POLQ/NUCKS1/RNF126/XRCC1/MCM2/ACTB/MCM6/SIRT6/XRCC5/PALB2/RAD54L/FUS/CDC45/CDC7/DMC1/MCM5/REC8/ZMYND8/MRGBP/CSNK2A1/HTATSF1/NBN/MCM4/PIAS4/RPA3/RAD51C/RECQL5/C1QBP/RAD51AP1/TIMELESS/CHD4/MCM9/MCM3/RNF8/PSMD14/SFPQ/MAD2L2/MORF4L2/HROB/AP5S1/MCM8/XRCC3/PRMT1/HELB/YEATS4/AUNIP/SEM1/GINS2/FIGNL1/SLF1/TEX15/HUS1/ACTL6A/ACTR2/ZNF365/ZGRF1/NABP2/BRCA2/WRAP53/POGZ/INTS3/PARP1/SKP2/MMS22L/GINS4/INIP/CHEK1/PPP4C/NSMCE2/ANKLE1/UBQLN4/TONSL/RECQL4/KASH5/SENP3/SMC6/VPS72/PPP4R2/TOPBP1/MEAF6/CGAS/RAD21/SPIDR/MCM7/PLK1/HDGFL2/RFWD3/FEN1/NSMCE1/RHNO1/SHLD1/MUS81/SWSAP1/ERCC4/RMI2/RUVBL1/SWI5/TOP3A/MAGEF1/UBE2N/GEN1/MCMDC2/RMI1/FANCB/RUVBL2/KMT5A/RAD51D/PARPBP/H2AX/SLX4/HUS1B/ARID2/TRRAP/XRCC6/XRCC2/CTBP1-DT/RAD54B/BLM/RPA4/AP5Z1/RAD21L1/SHLD3/RTEL1/UHRF1",129,129,194
"GO:0032200","GO:0032200","telomere organization","128/8420","193/18986",0.663212435233161,1.49545739849606,6.1757962421956,5.29843943246501e-10,1.69152678881445e-07,1.51925779095102e-07,"UPF1/ERCC1/PNKP/RAD51/XRCC1/SIRT6/XRCC5/HSP90AA1/MAPKAPK5/HNRNPC/HSP90AB1/APEX1/ACTR5/ACD/NBN/DOT1L/CCNE1/TFPT/RPA3/EZH2/RAD51C/GAR1/PTGES3/CCT4/MAD2L2/UCHL5/NEK2/DCLRE1B/TCP1/TENT4B/HNRNPA2B1/CDK2/XRCC3/POT1/HAT1/GNL3L/DKC1/GCH1/PCNA/SLF1/NAT10/HNRNPA1/PKIB/CCT7/HUS1/ACTL6A/ZNF365/DNA2/SMARCAL1/HNRNPD/NABP2/BRCA2/PIF1/PARN/WRAP53/TP53/NVL/PARP1/NHP2/CCT6A/HDAC8/TERF1/LTO1/CCT5/DCLRE1C/HNRNPU/CCT8/NSMCE2/H4C8/RECQL4/SMC6/H3-3A/CCT3/SPDYA/GNL3/TERT/CCT2/FEN1/NSMCE1/INO80E/SHLD1/PPP1CA/DCP2/EXO1/CCNE2/ERCC4/RUVBL1/AURKB/MAPK15/NOP10/RUVBL2/RAD51D/USP7/MCRS1/SLX4/HUS1B/XRCC6/H4C3/SRC/H3C12/H4C11/BLM/H4C16/SMG5/PPP1R10/ZBTB48/SHLD3/PRKDC/TEN1/RTEL1/H4C15/H4C14/H4C12/H3C8/H4C6/H3C6/H4C13/H3C11/H3C1/H4C9/H4C5/H4C4/H3C7/H4C1/H4C2/H3C10/H3C2/H3C3",128,128,193
"GO:0034502","GO:0034502","protein localization to chromosome","90/8420","126/18986",0.714285714285714,1.61062097047845,6.13892301009927,6.2510375537218e-10,1.90061308478637e-07,1.707050255272e-07,"JARID2/CENPQ/SPDL1/RNF4/SPI1/SIRT6/XRCC5/ESR1/MSH2/MACROH2A2/VRK1/ZMYND8/HTATSF1/ACD/NBN/PIAS4/EZH2/MCM9/TTK/IK/MACROH2A1/CENPA/TCP1/H2BC11/MCM8/POT1/GNL3L/SLF1/PPHLN1/CDK9/MDC1/KNL1/LEF1/NABP2/BRCA2/WRAP53/PARP1/BOD1/MMS22L/CCT6A/TERF1/XRCC4/BUB3/BUB1B/H4C8/MIS18A/TONSL/LRWD1/LEMD2/TOPBP1/SPDYA/GNL3/TERT/RAD21/SPIDR/VCP/TPP1/PLK1/BRD3/CDK1/ESCO2/RHNO1/MTBP/ZWILCH/VCPIP1/SGF29/HASPIN/AURKB/RCC2/RUVBL2/H1-5/KNTC1/USP7/H2AX/H4C3/H4C11/H4C16/BRD2/H4C15/H4C14/H4C12/H4C6/H4C13/H4C9/H4C5/H2AC8/H4C4/H2AC4/H4C1/H4C2",90,90,126
"GO:0071824","GO:0071824","protein-DNA complex organization","165/8420","262/18986",0.629770992366412,1.42005131366612,6.11166751699747,7.97171277421009e-10,2.31360845742415e-07,2.07798522458835e-07,"MED24/RSF1/RAD51/MED29/RNF4/TAF2/TAF11/SMARCD1/MCM2/SMARCE1/SART3/RRN3/ESR1/SUPT16H/CDC45/MACROH2A2/MED15/SMARCB1/CABIN1/HIRA/DMC1/PSMC6/CENPI/TAF7L/OIP5/BRF2/CHRAC1/MED25/ASF1B/MED26/GRWD1/TAF6/UBTF/RAD51C/SMARCD2/SUPT6H/CAND1/ASF1A/MACROH2A1/CENPA/TAF1B/DR1/ARID1A/CENPF/UBN1/SET/ATAD2B/TAF12/NAA60/TAF1L/CENPK/NFE2/HJURP/H1-3/H1-1/H2BC11/MED20/MED1/DLGAP5/SMARCA4/HAT1/TAF4/MED18/NASP/MED10/MED6/ANP32B/HMGA1/CENPO/CENPE/GTF2A2/TP53/ITGB3BP/POGZ/TERF1/POLE3/MED22/SSRP1/CENPH/SMARCA5/MED19/KAT6B/ATAD2/H4C8/MIS18A/CHAF1B/MED8/MED27/TAF6L/RBBP4/H3-3A/HMGB2/MED30/CENPN/CDT1/CHAF1A/H3-4/H1-4/CENPX/SMARCC1/MED16/TSPYL6/SPTY2D1/MED14/H2BC4/NPM1/H2AC25/H3C13/H1-5/KNTC1/H2BC21/H1-10/BRF1/H2BC13/SMYD3/H1-6/H1-2/CENPP/H2AX/H1-0/ARID2/LIN54/H4C3/H3C12/H4C11/TAF13/H4C16/BAZ1A/CENPW/H3C14/H3C15/DAXX/BRD2/NAP1L4/DNAJC9/SETSIP/H2BC15/H4C15/H4C14/H4C12/H2BC14/H2BC8/TAF9/H3C8/H2BC6/H4C6/H2BC17/H3C6/H4C13/H3C11/H2BC9/H3C1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/H3C10/TAF11L11/H3C2/H3C3",165,165,262
"GO:0006368","GO:0006368","transcription elongation by RNA polymerase II","85/8420","118/18986",0.720338983050847,1.62427030073674,6.07234988405413,9.40308234021116e-10,2.61037742357601e-07,2.34453055329384e-07,"PAF1/MED24/CTDP1/MED29/INTS13/CDK13/SART3/SIRT6/CCNK/SUPT16H/MED15/ZMYND8/NELFCD/AXIN1/ELOB/INTS9/MED25/MED26/POLR2I/ELL/EZH2/RECQL5/INTS2/SUPT6H/RNF8/TCERG1/NCBP2/ENY2/MED20/GTF2F1/MED1/INTS11/ELL3/ELOF1/ADRM1/MED18/MED10/MED6/VHL/CDC73/ELP2/CDK9/NCBP1/RTF1/INTS14/INTS12/SKIC8/GLYR1/BRD4/INTS7/INTS3/PARP1/EAF1/EAF2/MED22/INTS4/HNRNPU/MED19/MED8/MED27/IWS1/RNF168/SHH/MED30/INTS1/INTS8/LEO1/CDK12/TCEA2/PWWP2B/MED16/MED14/NELFA/INTS5/HEXIM1/TCEA1/GTF2F2/NELFB/SUPT5H/LDB1/TCEA3/NELFE/ELOA2/SUPT4H1/EPOP",85,85,118
"GO:0065004","GO:0065004","protein-DNA complex assembly","154/8420","242/18986",0.636363636363636,1.43491686460808,6.07839385243331,9.82048307327072e-10,2.61265768428473e-07,2.34657858698153e-07,"MED24/RSF1/RAD51/MED29/RNF4/TAF2/TAF11/MCM2/SART3/RRN3/ESR1/SUPT16H/CDC45/MACROH2A2/MED15/SMARCB1/CABIN1/HIRA/DMC1/PSMC6/CENPI/TAF7L/OIP5/BRF2/CHRAC1/MED25/ASF1B/MED26/GRWD1/TAF6/UBTF/RAD51C/CAND1/ASF1A/MACROH2A1/CENPA/TAF1B/DR1/CENPF/UBN1/SET/ATAD2B/TAF12/NAA60/TAF1L/CENPK/HJURP/H1-3/H1-1/H2BC11/MED20/MED1/DLGAP5/SMARCA4/HAT1/TAF4/MED18/NASP/MED10/MED6/ANP32B/CENPO/CENPE/GTF2A2/TP53/ITGB3BP/POGZ/TERF1/POLE3/MED22/SSRP1/CENPH/SMARCA5/MED19/KAT6B/ATAD2/H4C8/MIS18A/CHAF1B/MED8/MED27/TAF6L/RBBP4/H3-3A/HMGB2/MED30/CENPN/CDT1/CHAF1A/H3-4/H1-4/CENPX/MED16/TSPYL6/SPTY2D1/MED14/H2BC4/NPM1/H3C13/H1-5/KNTC1/H2BC21/H1-10/BRF1/H2BC13/SMYD3/H1-6/H1-2/CENPP/H2AX/H1-0/H4C3/H3C12/H4C11/TAF13/H4C16/BAZ1A/CENPW/H3C14/H3C15/DAXX/BRD2/NAP1L4/DNAJC9/SETSIP/H2BC15/H4C15/H4C14/H4C12/H2BC14/H2BC8/TAF9/H3C8/H2BC6/H4C6/H2BC17/H3C6/H4C13/H3C11/H2BC9/H3C1/H4C9/H2BC3/H4C5/H4C4/H2BC7/H3C7/H2BC10/H4C1/H4C2/H3C10/TAF11L11/H3C2/H3C3",154,154,242
"GO:0071168","GO:0071168","protein localization to chromatin","50/8420","61/18986",0.819672131147541,1.84825357268019,5.92350438403174,1.6647640759023e-09,4.25180744985448e-07,3.8187935517961e-07,"JARID2/RNF4/SPI1/SIRT6/ESR1/MSH2/MACROH2A2/VRK1/ZMYND8/PIAS4/EZH2/MCM9/MACROH2A1/CENPA/H2BC11/MCM8/PPHLN1/CDK9/LEF1/PARP1/MMS22L/H4C8/TONSL/LRWD1/LEMD2/RAD21/VCP/PLK1/BRD3/ESCO2/VCPIP1/SGF29/RUVBL2/H1-5/H4C3/H4C11/H4C16/BRD2/H4C15/H4C14/H4C12/H4C6/H4C13/H4C9/H4C5/H2AC8/H4C4/H2AC4/H4C1/H4C2",50,50,61
"GO:1903046","GO:1903046","meiotic cell cycle process","142/8420","222/18986",0.63963963963964,1.44230382401404,5.91753060241296,2.63588294349633e-09,6.47312022854772e-07,5.81388270290203e-07,"NCAPD2/NCAPH2/NSUN2/RAD51/NDC1/ASPM/TRIP13/CHFR/MLH1/TOP2B/NDC80/RAD54L/AURKA/DAZL/DMC1/REC8/CDC25B/CCNE1/FZR1/PPP2R1A/RAD51C/RAD51AP1/FBXO5/TTK/RAD1/SMC4/WNT5A/ACTR3/MSH6/CDC20/TEX11/MASTL/TEX14/NCAPH/MND1/KIF18A/TAF1L/ZWINT/CKS2/KLHDC3/HSPA2/PKMYT1/SGO1/TUBG1/PSMC3IP/TOP2A/BRME1/FIGNL1/TESMIN/CCNA1/TEX15/ESPL1/HUS1/BRIP1/C9orf78/SMC2/DMRT1/KNL1/BRDT/ACTR2/BRCA2/P3H4/DMRTC2/DNMT3L/MAEL/NUF2/HORMAD1/FANCD2/STRA8/TERF1/INCENP/LSM14B/NCAPD3/DDX4/BCL2L11/SYCP2L/ASZ1/SKA1/EME1/FBXO43/CCNB2/CDC25C/M1AP/ANKLE1/HSF2BP/KASH5/SYCE2/WNT4/SPATA17/SPDYA/CDC25A/PTTG1/RAD21/DCAF13/WASHC5/SHOC1/SKA3/PLK1/GOLGA2/DDB1/MAJIN/ING2/CENPX/UBB/MUS81/OVOL1/TOP6BL/TDRD12/CENPS/CCNE2/ERCC4/HSF5/CNTD1/RMI1/CALR/SEPTIN1/MEIOC/MAPK15/TDRKH/TEX19/SKA2/REC114/RAD51D/PSMD13/MYBL1/SIRT7/FANCA/SLX4/HUS1B/SYCP2/RAD54B/EME2/YTHDF2/EHMT2/MSH5/BAG6/SPIRE2/PTTG3P/RNF212B/SYCE3/MEIOSIN/TUBB8",142,142,222
"GO:0006354","GO:0006354","DNA-templated transcription elongation","93/8420","134/18986",0.694029850746269,1.56494664444996,5.85850979553626,3.67322270937911e-09,8.68649148125393e-07,7.801839111383e-07,"PAF1/MED24/CTDP1/MED29/INTS13/CDK13/SART3/SIRT6/CCNK/SUPT16H/MED15/ZMYND8/NELFCD/AXIN1/ELOB/INTS9/ERCC2/MED25/MED26/POLR2I/ELL/EZH2/RECQL5/INTS2/SUPT6H/RNF8/TCERG1/NCBP2/ENY2/MED20/GTF2F1/MED1/INTS11/ELL3/ELOF1/ADRM1/ZC3H4/MED18/MED10/MED6/VHL/CDC73/ELP2/KAT7/CDK9/NCBP1/RTF1/INTS14/INTS12/SKIC8/GLYR1/BRD4/INTS7/INTS3/PARP1/EAF1/EAF2/MED22/INTS4/HNRNPU/MED19/CCAR2/MED8/MED27/IWS1/RNF168/SHH/MED30/INTS1/INTS8/LEO1/CDK12/SETD5/TCEA2/PWWP2B/TEFM/MED16/MED14/NELFA/INTS5/POLR1D/HEXIM1/TCEA1/GTF2F2/NELFB/SUPT5H/LDB1/TCEA3/NELFE/HMGN1/ELOA2/SUPT4H1/EPOP",93,93,134
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","123/8420","188/18986",0.654255319148936,1.47526027189569,5.84602485458826,4.05775098352713e-09,9.25312143922169e-07,8.31076216475782e-07,"KDM1A/LIG3/BRCA1/WAS/RAD51/POLQ/NUCKS1/RNF126/XRCC1/MCM2/ACTB/MCM6/SIRT6/PALB2/RAD54L/FUS/CDC45/CDC7/DMC1/MCM5/REC8/ZMYND8/MRGBP/CSNK2A1/HTATSF1/NBN/MCM4/PIAS4/RPA3/RAD51C/RECQL5/C1QBP/RAD51AP1/TIMELESS/CHD4/MCM9/MCM3/RNF8/PSMD14/SFPQ/MAD2L2/MORF4L2/AP5S1/MCM8/XRCC3/PRMT1/HELB/YEATS4/AUNIP/SEM1/GINS2/FIGNL1/SLF1/TEX15/HUS1/ACTL6A/ACTR2/ZNF365/NABP2/BRCA2/WRAP53/POGZ/INTS3/PARP1/SKP2/MMS22L/GINS4/INIP/CHEK1/PPP4C/NSMCE2/ANKLE1/UBQLN4/TONSL/RECQL4/KASH5/SENP3/SMC6/VPS72/PPP4R2/TOPBP1/MEAF6/CGAS/RAD21/SPIDR/MCM7/PLK1/HDGFL2/RFWD3/FEN1/NSMCE1/SHLD1/MUS81/SWSAP1/ERCC4/RMI2/RUVBL1/SWI5/TOP3A/MAGEF1/UBE2N/GEN1/MCMDC2/RMI1/FANCB/RUVBL2/KMT5A/RAD51D/PARPBP/H2AX/SLX4/HUS1B/ARID2/TRRAP/XRCC2/RAD54B/BLM/RPA4/AP5Z1/RAD21L1/SHLD3/RTEL1/UHRF1",123,123,188
