"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","21/3832","63/8545",0.333333333333333,0.74330201809325,-1.84390374001768,0.976808848643894,1,0.870620354921887,"BAK1/GSK3B/BAX/AXIN1/WNT2/DVL1/WNT3/WNT5A/GADD45G/WNT10A/LEF1/TP53/WNT9A/WNT3A/WNT7A/DVL3/WNT4/SHH/FZD6/FZD2/WNT7B",21,21,63
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","16/3832","50/8545",0.32,0.71356993736952,-1.83154063592058,0.977195857512688,1,0.870620354921887,"ITGAL/ICAM1/TGFB1/COMP/IFNG/SDC1/TGFB3/THBS1/IL18/ITGB2/THBS3/CXCL8/MYD88/THBS2/CR1L/TNF",16,16,50
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","24/3832","71/8545",0.338028169014085,0.753771060601605,-1.87853239633783,0.978220414132511,1,0.870620354921887,"MAPK9/GSK3B/ESR1/PIK3R2/CCND1/PRLR/CISH/STAT1/PIK3R3/IRF1/MAP2K2/KRAS/CGA/AKT1/MAPK13/SHC1/RELA/HRAS/GRB2/TH/SOCS1/MAPK12/SRC/NRAS",24,24,71
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","10/3832","34/8545",0.294117647058824,0.655854721846985,-1.81294917313385,0.978295801605071,1,0.870620354921887,"RBX1/PRKAG3/BHLHE40/CSNK1D/RORC/PRKAA2/BTRC/NPAS2/PRKAG1/CSNK1E",10,10,34
"hsa04750","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","35/3832","99/8545",0.353535353535354,0.788350625250416,-1.90986952424716,0.978698336691766,1,0.870620354921887,"MAPK9/CAMK2B/CAMK2A/ASIC4/ADCY2/GNAS/ITPR3/TRPA1/PIK3R2/ASIC2/KNG1/PIK3R3/ADCY7/PRKCG/PLCB2/PRKACB/CALM2/TRPM8/HTR2C/PLCB3/MAPK13/PLA2G4D/CALM3/ADCY9/PRKCD/ADCY1/PLA2G4F/CALML6/PPP1CA/P2RY2/CALML5/MAPK12/SRC/ASIC3/ASIC5",35,35,99
"hsa04072","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","55/3832","149/8545",0.369127516778524,0.823119684465679,-1.96395292487538,0.980291289031908,1,0.870620354921887,"RALA/KITLG/SPHK2/LPAR2/DGKA/DGKD/ADCY2/DNM2/GNAS/TSC2/CYTH2/PIK3R2/RHEB/CYTH1/PIK3R3/GNA13/ADCY7/GRM4/MAP2K2/KRAS/AGT/PLCB2/PIK3R5/PLPP2/AKT1/PIP5K1A/ARF1/DGKQ/DGKZ/PLCB3/AGPAT5/FCER1G/PLA2G4D/AGPAT3/SHC1/ADCY9/GRM2/ADCY1/SYK/ARF6/PLA2G4F/GRM5/CXCL8/LPAR3/HRAS/SPHK1/GRB2/GRM8/F2/F2R/LPAR5/PIP5K1C/AVPR1B/NRAS/PIK3R6",55,55,149
"hsa00220","Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","6/3832","23/8545",0.260869565217391,0.581714622855587,-1.81117529472607,0.980805369022576,1,0.870620354921887,"CAD/GOT1/GOT2/ASL/GLS2/NAGS",6,6,23
"hsa04614","Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","6/3832","23/8545",0.260869565217391,0.581714622855587,-1.81117529472607,0.980805369022576,1,0.870620354921887,"CTSA/NLN/AGT/REN/THOP1/ATP6AP2",6,6,23
"hsa00430","Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","4/3832","17/8545",0.235294117647059,0.524683777477588,-1.76879764771925,0.981069217423495,1,0.870620354921887,"GGT1/GAD1/GAD2/ADO",4,4,17
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","82/3832","215/8545",0.381395348837209,0.85047579744623,-2.00217887269934,0.98132514033443,1,0.870620354921887,"BAD/CREB3L3/GNAI3/FGF22/FGF4/ADCY2/CHRNA3/HSP90AA1/PGR/GNAS/BIRC5/DLL3/ESR1/CDC6/HSP90AB1/CHRNA4/E2F1/XIAP/CACNA1F/EPHX3/PIK3R2/CREB3/KPNB1/RPS6KB1/UGT2B10/CCND1/AIP/PTGES3/VDR/VEGFA/KPNA1/PIK3R3/RPS6KA1/CHRNB4/ADCY7/PRKCG/MAP2K2/AIPL1/KRAS/GSTM3/UGT2A3/PAQR5/CYP1B1/FGF5/ARRB2/CACNA1A/AKT1/PRKACB/NR1I3/CREB3L4/CACNA1B/GSTO1/UGT2B4/CACNA1D/CREB3L1/CHRNB2/ADCY9/CDC25A/ADCY1/HSP90B1/UGT1A6/AR/EPHX4/RELA/GSTA3/CHRNA9/HRAS/RPS6KB2/GRB2/KPNA2/PAQR7/KPNA7/FGF3/EIF4EBP1/SRC/CYP2B6/UGT2B17/MIR141/NRAS/ATF6B/GSTA2/IKBKE",82,82,215
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","89/3832","232/8545",0.383620689655172,0.855438098409042,-2.01286016304721,0.981676400160031,1,0.870620354921887,"ITGA2B/MYH13/VCAN/COL9A2/COL11A1/ATP1B3/ENO1/ACTB/ACTN2/CAPZB/NEBL/MYBPC2/NID2/MYH7/COL9A3/DSP/EMD/CKM/TNNT1/MYH14/ATP1A3/COMP/ENO3/COL1A1/ENO2/COL9A1/LMNB1/TNNC1/ITGA4/FN1/SDC1/AMPD2/CAPZA1/PDLIM2/SDC4/TNNI3/COL5A1/DIAPH1/ATP1A4/MYH8/MYBPH/AMPD3/THBS1/ITGA11/SPTBN5/MYPN/ITGAV/TMOD3/FBN2/ITGB7/DIAPH3/COL6A1/COL6A2/FBN3/ATP1B1/TPM3/ACTA1/ANKRD1/SPTBN4/ITGA5/COL6A3/COL1A2/ANKRD2/TPM4/XIRP1/COL3A1/THBS3/COL24A1/COL6A5/JUP/SPTBN2/TCAP/LMNB2/PLEC/MYL11/BGN/NEB/ACTG1/FMNL1/THBS2/AGRN/PDLIM7/MYH6/NRAP/COL11A2/COL5A2/MYL5/MYBPHL/MYH4",89,89,232
"hsa04392","Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","8/3832","29/8545",0.275862068965517,0.615146497732345,-1.87185095713647,0.982239409634757,1,0.870620354921887,"TEAD3/TEAD2/STK3/MOB1A/LIMD1/PAK1/TEAD4/CSNK1E",8,8,29
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","41/3832","115/8545",0.356521739130435,0.795009984569302,-1.99554943636019,0.982404657292193,1,0.870620354921887,"MMP25/CASR/CREB3L3/GNAI3/SLC12A3/ARHGEF1/ARAF/ADCY2/GNAS/ITPR3/MMP15/CREB3/GATA3/NHERF1/CYP27B1/VDR/MEF2D/GNA13/ADCY7/RUNX2/WNK4/PRKCG/SLC34A1/ARHGEF11/GCM1/MMP13/PLCB2/ARRB2/PRKACB/CREB3L4/PLCB3/MMP14/CREB3L1/ADCY9/ADCY1/SOST/SLC34A3/MMP17/STK39/ATF6B/BGLAP",41,41,115
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","35/3832","100/8545",0.35,0.780467118997912,-1.99110608697509,0.982578997805953,1,0.870620354921887,"IL2RB/CCL22/CCL17/CCL7/CCL1/LTBR/CCR6/CCL20/CXCR4/IL37/CCR7/CCL25/IL2RA/CXCL9/IL19/IL2RG/IL18/CXCL13/CXCR5/CCR5/IL20/IL24/CXCL10/CXCL11/CXCL8/CCL11/CCL19/CCR8/CCR3/CCR4/CXCR3/LTA/TNF/CCL5/CCL3L1",35,35,100
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","31/3832","90/8545",0.344444444444444,0.768078752029691,-1.99434201288471,0.983016724649384,1,0.870620354921887,"ABCB4/SLC9A3/ATP1B3/SCT/ADCY2/KCNN2/SLC27A5/GNAS/SLC9A1/AQP8/AQP9/CA2/ATP1A3/UGT2B10/SLCO1B3/HMGCR/SLC2A1/ADCY7/ABCC4/ATP1A4/UGT2A3/SLC22A7/PRKACB/ATP1B1/NCEH1/UGT2B4/ADCY9/ADCY1/SLC4A2/UGT1A6/UGT2B17",31,31,90
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","38/3832","108/8545",0.351851851851852,0.784596574653986,-2.03125809238801,0.984083681021602,1,0.870620354921887,"TFRC/RBL1/CHRD/BAMBI/RBX1/BMP7/AMH/TGFB1/PPP2R1A/HAMP/TFR2/RPS6KB1/IFNG/PPP2CA/ID2/HDAC1/BMP8B/TGIF2/TGFB3/INHBA/E2F5/AMHR2/ACVR1B/SKIL/THBS1/BMPR1B/INHBE/NBL1/PITX2/GREM1/RPS6KB2/TGIF1/BMP8A/THSD4/HDAC2/TFDP1/TNF/LEFTY1",38,38,108
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","48/3832","133/8545",0.360902255639098,0.804778124852842,-2.04597026953368,0.984198845152683,1,0.870620354921887,"MAPK9/HOMER3/ARAF/NLK/PCK2/STK4/SGK3/IKBKB/TGFB1/PIK3R2/CCND1/CDKN1B/PRKAG3/PIK3R3/FASLG/STK11/TGFB3/CDK2/S1PR4/PRMT1/MAP2K2/CDKN2D/GADD45G/KRAS/CCNB1/AGAP2/MDM2/IGF1R/PDPK1/G6PC3/AKT1/PLK4/SKP2/CCNB3/BCL2L11/MAPK13/CCNB2/PRKAA2/PLK1/HRAS/FOXG1/GRB2/PRKAG1/USP7/MAPK12/FOXO6/NRAS/CSNK1E",48,48,133
"hsa04920","Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","23/3832","70/8545",0.328571428571429,0.732683417834775,-2.02488198451238,0.985018294029862,1,0.870620354921887,"MAPK9/PCK2/TRADD/IKBKB/NFKBIB/PRKAG3/SLC2A1/STK11/NPY/TRAF2/G6PC3/AKT1/NFKBIE/ADIPOR1/AGRP/PRKAA2/ACSL6/CPT1C/RELA/PRKAG1/CPT1B/TNF/IKBKG",23,23,70
"hsa00650","Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","7/3832","27/8545",0.259259259259259,0.578123791850305,-1.97966975590182,0.987076057844913,1,0.870620354921887,"L2HGDH/HMGCS1/ACAT2/GAD1/GAD2/BDH1/ABAT",7,7,27
"hsa03008","Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","61/3832","168/8545",0.363095238095238,0.809668269708719,-2.2465507253362,0.990403566475769,1,0.870620354921887,"REXO5/UTP18/LSG1/NOP58/WDR3/TCOF1/REXO1/XPO1/AK6/XRN2/SNU13/CSNK2A1/NOP56/NXT2/POP1/POP4/RBM28/GTPBP4/UTP6/GAR1/DROSHA/WDR75/HEATR1/MPHOSPH10/RIOK1/RPP40/EMG1/GNL3L/DKC1/RAN/NXT1/GNL2/NAT10/IMP4/EFL1/NVL/AFG2A/NHP2/RPP38/UTP14A/GNL3/UTP15/RPP25L/NOL6/BMS1/POP7/IMP3/RPP25/NOP10/TBL3/FBLL1/RRP7A/LOC124901859/CSNK2B/LOC124906194/LOC124906379/PWP2/EIF6/CSNK2A3/LOC124903436/LOC102724159",61,61,168
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","75/3832","203/8545",0.369458128078818,0.823856916605819,-2.2901987367975,0.991274366422928,1,0.870620354921887,"BAD/ITGA2B/IBSP/COL9A2/MAPK9/BCAR1/RASGRF1/CDC42/ACTB/GSK3B/COL9A3/MYLK2/XIAP/PIK3R2/COMP/MYL10/COL1A1/VTN/CCND1/COL9A1/VEGFA/ITGA4/FN1/TNR/PIK3R3/MYL12B/SPP1/VASP/PRKCG/ELK1/RAC2/PAK4/LAMA5/DIAPH1/VAV3/FLNB/RAC1/CHAD/THBS1/ITGA11/PAK6/ITGAV/PARVG/COL2A1/ITGB7/IGF1R/MYLK3/PDPK1/ERBB2/VAV1/COL6A1/COL6A2/AKT1/PIP5K1A/PAK1/VAV2/SHC1/ITGA5/COL6A3/COL1A2/THBS3/PTK2/RAC3/PPP1CA/COL6A5/HRAS/GRB2/MYL11/PAK2/ACTG1/PIP5K1C/THBS2/SRC/EMP2/MYL5",75,75,203
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","37/3832","109/8545",0.339449541284404,0.756940587232576,-2.3027779269351,0.992340981674708,1,0.870620354921887,"MAPK9/CREB3L3/PRKCZ/SREBF1/GSK3B/SLC27A5/PCK2/TRIB3/IKBKB/PIK3R2/CREB3/RPS6KB1/PRKAG3/SLC2A1/PIK3R3/RPS6KA1/PTPA/PPP1R3D/AGT/SLC27A2/PDPK1/G6PC3/AKT1/CREB3L4/CREB3L1/CRTC2/PRKAA2/PRKCD/SLC27A4/PPP1CA/RELA/RPS6KB2/PRKAG1/PTPN1/GFPT1/CPT1B/TNF",37,37,109
"hsa03320","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","24/3832","76/8545",0.31578947368421,0.704180859246237,-2.33567090655299,0.993546435098587,1,0.870620354921887,"SLC27A5/ACOX3/PCK2/APOA5/APOC3/PPARD/HMGCS1/APOA1/FADS2/CYP27A1/SLC27A2/PDPK1/CPT2/APOA2/ACSL6/SLC27A4/ACOX2/CPT1C/FABP6/OLR1/MMP1/GK/CPT1B/GK3",24,24,76
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","114/3832","300/8545",0.38,0.847364300626305,-2.42669987906079,0.993778288835146,1,0.870620354921887,"CACNG3/MAP3K9/CACNA2D2/MAPK8IP2/PPP5C/KITLG/MAPK9/RASGRF1/ERBB3/CACNB1/FGFR3/FGF22/CDC42/MAP3K13/FGF4/CACNG5/CACNG4/NFKB2/ARAF/NLK/MAPKAPK5/EFNA2/CACNA1I/STK4/CDC25B/CACNA1F/TRADD/IKBKB/STK3/MAP4K1/RELB/TGFB1/FGF21/CACNG7/HSPB1/CACNG1/HSPA8/VEGFA/MAPKAPK3/ARTN/FASLG/STMN1/RPS6KA1/TGFB3/DUSP4/FLT3/PSPN/MAX/PRKCG/ELK1/MAP2K2/TRAF2/RAC2/GADD45G/CACNG6/MAP3K10/DUSP9/KRAS/RAC1/DUSP5/FGF5/MAPK8IP3/IGF1R/ARRB2/TP53/ERBB2/CACNA1A/AKT1/CACNG8/PRKACB/EFNA3/PTPN7/CACNA1B/PAK1/TAOK2/PTPRR/MAPK13/CACNA1D/PLA2G4D/FGFR4/RPS6KA4/MAPKAPK2/CASP3/RET/CACNB3/MAP4K2/GDNF/PLA2G4F/EFNA1/RAC3/NRTN/RASGRP1/MYD88/RELA/HSPA6/MAP3K11/HRAS/DDIT3/GRB2/PAK2/IRAK1/MAPT/FGF3/MAPK12/CACNA1H/CACNA1E/DAXX/HSPA1B/HSPA1A/HSPA1L/NRAS/TNF/EFNA4/IKBKG",114,114,300
"hsa00785","Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","4/3832","20/8545",0.2,0.44598121085595,-2.23659293098008,0.994912552068744,1,0.870620354921887,"GLDC/DHTKD1/OGDHL/BCKDHA",4,4,20
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","82/3832","226/8545",0.36283185840708,0.80908095774752,-2.62278417519321,0.996644935006433,1,0.870620354921887,"BAD/GIPR/MAPK9/CAMK2B/CREB3L3/GNAI3/ATP2B3/ATP1B3/CAMK2A/ATP2A3/ADCY2/ACOX3/GNAS/SLC9A1/HCN2/CACNA1F/AMH/ATP1A3/GRIN2D/PIK3R2/VIPR2/CREB3/GRIN3B/PIK3R3/CRHR1/GRIA2/ADCY7/GHSR/NPY/ABCC4/FFAR2/MAP2K2/EDN2/ADORA2A/RAC2/TNNI3/ATP1A4/VAV3/CGA/RAC1/GABBR2/HCN4/VAV1/AKT1/PRKACB/ATP1B1/ADCY10/CREB3L4/CALM2/CNGA3/PAK1/GPHA2/CAMK4/TIAM1/GHRL/CACNA1D/CREB3L1/HTR6/GIP/CALM3/VAV2/GRIN2C/SSTR5/ADCY9/NPY1R/ADCY1/HTR1E/RAC3/CALML6/PPP1CA/RELA/ATP2A2/GRIN1/CALML5/HTR1A/HTR1D/SSTR2/F2R/CNGA2/MC2R/ATP2A1/ORAI1",82,82,226
"hsa01212","Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","16/3832","57/8545",0.280701754385965,0.62593854155221,-2.55489087605968,0.996978325270646,1,0.870620354921887,"ELOVL1/HACD3/ACOX3/TECR/MCAT/ELOVL4/ACAT2/PPT1/FADS2/OXSM/CPT2/ACSL6/CPT1C/HACD4/ELOVL2/CPT1B",16,16,57
"hsa03010","Genetic Information Processing","Translation","hsa03010","Ribosome","60/3832","172/8545",0.348837209302326,0.777874204981308,-2.65348919321461,0.997080186623858,1,0.870620354921887,"RPL26L1/MRPS10/MRPL22/MRPL28/MRPS18A/RPS16/MRPL4/RPS19/RPL18A/MRPL32/RPL28/RPL19/MRPL27/MRPL18/MRPL2/MRPL3/RPS15/MRPL19/MRPS15/MRPS14/MRPS2/RPS10/MRPS7/MRPS12/RPL36/MRPL34/MRPL35/RPL35/MRPL15/RPLP1/RPL3L/RPS2/MRPL24/MRPL9/MRPS5/RPL30/MRPL17/RPL8/RPL22L1/RPSA/MRPL36/RPS21/MRPL13/RPL38/MRPL11/MRPL14/MRPS11/MRPS16/RPS17/MRPL30/MRPL21/MRPL23/UBA52/RPS28/MRPS17/RPL36A/MRPL20/MRPL12/RPL17/MRPS21",60,60,172
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","18/3832","63/8545",0.285714285714286,0.6371160155085,-2.60665522660582,0.997355703832979,1,0.870620354921887,"HSD17B6/SULT2B1/COMT/HSD17B1/UGT2B10/SRD5A3/HSD17B7/UGT2A3/CYP1B1/SRD5A1/UGT2B4/UGT1A6/HSD11B1L/HSD11B2/UGT2B17/CYP21A2/SRD5A2/LRTOMT",18,18,63
"hsa00061","Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","3/3832","18/8545",0.166666666666667,0.371651009046625,-2.40621091900869,0.997415887832809,1,0.870620354921887,"MCAT/OXSM/ACSL6",3,3,18
"hsa04913","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","14/3832","52/8545",0.269230769230769,0.600359322306086,-2.60636627043298,0.997534389902351,1,0.870620354921887,"ADCY2/GNAS/HSD17B1/ADCY7/HSD17B7/CGA/CYP1B1/IGF1R/PRKACB/PLA2G4D/ADCY9/ADCY1/PLA2G4F/ACOT4",14,14,52
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","86/3832","238/8545",0.361344537815126,0.805764372554867,-2.74024829564116,0.997659772117233,1,0.870620354921887,"BAD/RALA/KITLG/MAPK9/RASGRF1/FGFR3/PLA2G10/FGF22/CDC42/FGF4/GNB1/EFNA2/PLA2G3/STK4/IKBKB/RASAL3/FGF21/PIK3R2/RAB5C/EXOC2/VEGFA/GNB4/ZAP70/PLA2G2D/PIK3R3/FASLG/FLT3/PRKCG/ELK1/MAP2K2/GNG13/GNGT1/RAC2/PAK4/PLAAT2/KRAS/RAC1/PAK6/FGF5/IGF1R/AKT1/PRKACB/ABL2/EFNA3/CALM2/PLA1A/PAK1/TIAM1/PLA2G2F/PLA2G4D/CALM3/SHC1/FGFR4/GNG3/REL/ARF6/GNGT2/GNG8/GNG4/PLA2G4F/EFNA1/RAC3/CALML6/RALGAPB/KSR2/BCL2L1/GNB2/RASGRP1/RELA/GNG5/HRAS/RIN1/GRIN1/GRB2/CALML5/PAK2/TBK1/FGF3/PLA2G2C/NRAS/LAT/RGL2/GNG10/EFNA4/RASSF5/IKBKG",86,86,238
"hsa00640","Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","7/3832","32/8545",0.21875,0.487791949373695,-2.61742787258349,0.998136452988087,1,0.870620354921887,"ACOX3/PCCB/LDHA/ACSS1/LDHC/ABAT/BCKDHA",7,7,32
"hsa04270","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","44/3832","134/8545",0.328358208955224,0.732207958121709,-2.81722088668949,0.998365468746311,1,0.870620354921887,"PLA2G10/ARHGEF1/ARAF/ADCY2/GNAS/ITPR3/PLA2G3/MYLK2/CACNA1F/MYH14/CALCA/PLA2G2D/GNA13/ADCY7/PRKCG/MAP2K2/EDN2/ADM2/ADORA2A/RAMP1/ARHGEF11/AGT/PLCB2/MYLK3/PRKACB/CALM2/PLCB3/CACNA1D/PLA2G2F/PLA2G4D/PTGIR/CALM3/ADCY9/PRKCD/ADCY1/PLA2G4F/CALML6/KCNMB3/PPP1CA/CALCB/CALML5/PLA2G2C/MYL6B/AVPR1B",44,44,134
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","23/3832","79/8545",0.291139240506329,0.649213155043471,-2.82430998895117,0.998625273209697,1,0.870620354921887,"ALDH3B1/AKR7A2/DHDH/UGT2B10/ALDH3B2/GSTM3/UGT2A3/CYP1B1/GSTO1/UGT2B4/AKR7A3/UGT1A6/CYP2S1/HSD11B1L/GSTA3/CYP2B6/CYP2F1/CYP2A13/UGT2B17/CYP2A7/AKR7L/GSTA2/CYP2A6",23,23,79
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","19/3832","68/8545",0.279411764705882,0.623061985754636,-2.81383063261941,0.998649434340572,1,0.870620354921887,"HSD17B6/RDH11/CYP2W1/UGT2B10/RDH10/UGT2A3/CYP2C8/RDH16/RDH12/UGT2B4/RDH13/UGT1A6/CYP2S1/SDR16C5/CYP27C1/CYP2B6/UGT2B17/CYP2A7/CYP2A6",19,19,68
"hsa00280","Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","12/3832","48/8545",0.25,0.557476513569937,-2.77216314266505,0.998655170160616,1,0.870620354921887,"BCAT1/HSD17B10/IL4I1/BCAT2/HMGCS1/AGXT2/PCCB/ACAT2/MCCC2/ALDH1B1/ABAT/BCKDHA",12,12,48
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","91/3832","254/8545",0.358267716535433,0.798903350155343,-2.93368098862001,0.99874666328995,1,0.870620354921887,"SLC25A5/TBXA2R/CAMK1G/CAMK2B/GNA15/SPHK2/ERBB3/PHKA1/ATP2B3/FGFR3/FGF22/CAMK2A/ATP2A3/TACR2/FGF4/ADCY2/VDAC3/P2RX5/GNAS/ITPR3/CACNA1I/NFATC4/NTSR1/MYLK2/CACNA1F/GRIN2D/FGF21/PPIF/CCKBR/VEGFA/TNNC1/PLCD4/GRIN3B/SLC8A2/ADCY7/CXCR4/GRPR/PRKCG/ADORA2A/P2RX4/ITPKA/PLCB2/FGF5/MYLK3/ERBB2/CACNA1A/PRKACB/CASQ1/CALM2/HTR2C/CACNA1B/PLCB3/CAMK4/MCOLN2/MCU/GNA14/PHKG2/CACNA1D/HTR6/CALM3/FGFR4/PTGER1/ORAI2/GRIN2C/ADCY9/CCKAR/MST1R/ADCY1/RET/GDNF/GRM5/TACR3/CALML6/SLN/MST1/ATP2A2/ORAI3/SPHK1/GRIN1/CALML5/F2R/CAMK1D/FGF3/P2RX2/ATP2A1/CACNA1H/AVPR1B/CACNA1E/VDAC1/SMIM6/ORAI1",91,91,254
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","15/3832","59/8545",0.254237288135593,0.566925268037224,-3.00976084170633,0.999376635108622,1,0.870620354921887,"GNAI3/ADCY2/GNAS/PTGS1/PIK3R2/PIK3R3/ADCY7/NPY/PLAAT2/CGA/AKT1/PRKACB/ADCY9/NPY1R/ADCY1",15,15,59
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","19/3832","71/8545",0.267605633802817,0.596735422976271,-3.07659032315796,0.999470923510885,1,0.870620354921887,"UGT2B10/GSTM3/UGT2A3/CYP1B1/CYP2C8/GSTO1/NAT2/UGT2B4/UGT1A6/HSD11B1L/NAT1/GSTA3/SULT1A2/CYP2A13/UGT2B17/CYP2A7/GSTA2/CYP2A6/SULT1A3",19,19,71
"hsa00071","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","9/3832","43/8545",0.209302325581395,0.466724522988785,-3.16096684421299,0.999719194624233,1,0.870620354921887,"ACOX3/GCDH/ACAT2/ALDH1B1/CPT2/ACSL6/ECI1/CPT1C/CPT1B",9,9,43
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","105/3832","298/8545",0.352348993288591,0.785705153353603,-3.39520899019568,0.999755066098653,1,0.870620354921887,"TNFRSF12A/IL32/TNFRSF9/RELT/IL17RB/IL12RB2/THPO/IL11/IL12RB1/OSM/IL2RB/BMP7/TNFSF13B/CCL22/CCL17/IL21R/AMH/EBI3/TGFB1/TNFSF8/CCL7/CCL1/IL23A/LTBR/IL26/IFNG/CCR6/IL12B/PRLR/CCL20/IL1R2/BMP8B/FASLG/TNFSF4/CSF3R/TGFB3/CXCR4/INHBA/INHA/IL9R/IL17C/IL37/CCR7/TNFRSF19/EPO/GDF15/CCL25/IL13RA1/IL2RA/AMHR2/GDF11/ACVR1B/IL36G/IL1RN/IL36RN/IL21/BMPR1B/CXCL9/CD27/INHBE/IL19/IL9/IL2RG/IL18/CXCL13/IFNGR2/TNFRSF13C/CXCR5/CCR5/IL20/IL24/IL17RC/GDF9/IL31RA/RELL2/CXCL10/CXCL11/CXCL8/IFNB1/CCL11/CXCR6/CCL19/CLCF1/IFNW1/CCR8/IFNL1/CCR3/BMP8A/IFNL2/CCR4/CXCR3/TNFRSF4/TNFRSF18/EPOR/CXCL17/IFNL3/IL27/CSH2/TNFRSF25/LTA/LTB/TNF/TNFRSF13B/CCL5/CCL3L1",105,105,298
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","17/3832","69/8545",0.246376811594203,0.549397143808054,-3.38857936411157,0.99984967261853,1,0.870620354921887,"GNAI3/GNAS/ITPR3/CACNA1F/EDN2/AGT/PLCB2/PRKACB/REN/CALM2/PLCB3/CACNA1D/CALM3/CTSB/CALML6/CALML5/ORAI1",17,17,69
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","53/3832","168/8545",0.31547619047619,0.703482267123969,-3.49990055177997,0.999859289014034,1,0.870620354921887,"PIAS2/IL12RB2/THPO/IL11/IL12RB1/OSM/IL2RB/IL21R/PIAS4/TYK2/JAK3/PIK3R2/CCND1/IL23A/IL26/IFNG/PTPN6/IL12B/PRLR/CISH/STAT1/PIK3R3/CSF3R/IL9R/EPO/IL13RA1/PIAS3/IL2RA/STAM/IL21/AKT1/IL19/IL9/IL2RG/IFNGR2/IL20/IL24/IL31RA/STAT2/BCL2L1/IFNB1/HRAS/CLCF1/IFNW1/GRB2/IFNL1/IFNL2/SOCS1/EPOR/IFNL3/IL27/CSH2/IRF9",53,53,168
